content,subcategory,category
"This is insane! I think someone is watching me through my phone camera.  Like, the little green light next to the camera keeps turning on even when I'm not using any apps that need the camera.  I was just chilling at home in my pajamas and it flickered on and off a few times.  Then today, I got a weird message from some random number asking if I liked my new wallpaper... which is the wallpaper in my bedroom!  This is seriously creeping me out.  I feel like someone is spying on me in my own house and it's my phone camera.  I need help, this is not okay.",cyber_voyeurism,Crime Against Women & Children
"I think someone is watching me through my phone camera. Like, the little green light next to the camera sometimes just turns on for no reason. I haven't downloaded any weird apps or anything, but it's really freaking me out.  I cover the camera now with a sticker but still, what if they can hear me too?  This is creepy and I feel so unsafe.",cyber_voyeurism,Crime Against Women & Children
"OMG I am freaking out. My webcam light just turned ON by itself on my laptop while I was changing! I swear I didn't turn it on. Then like, 10 mins later, I get a message from some random account online with a screenshot from my webcam! They saw me undressing in my own house!  This is so wrong and creepy. I feel totally violated and exposed.  What do I do? This is cyber voyeurism right?  I am so scared someone is watching me all the time now.",cyber_voyeurism,Crime Against Women & Children
"I think my webcam is hacked or something.  Like, the little light keeps blinking even when I'm not using the laptop.  And sometimes I hear weird noises from my speakers when everything is muted.  I'm worried someone is watching me through my camera.  This is freaking me out, I don't feel safe in my own room anymore.",cyber_voyeurism,Crime Against Women & Children
"Okay so like, I was at my boyfriend's place, right? And I went to use his computer to check my email.  He was in the shower, and I was just gonna be quick. But then I saw this folder on his desktop, like, named 'Private'.  Curiosity got the better of me, stupid me.  I opened it and it was FULL of pictures and videos of ME.  Like, getting dressed in my bedroom at my place!  Getting out of the shower! Stuff I NEVER showed him.  I'm freaking out.  He must have hacked my phone or something? Or put cameras in my apartment? I feel totally sick and violated.  This isn't right. I want to report this.  He's a creep.",cyber_voyeurism,Crime Against Women & Children
"I was video chatting with my boyfriend last night, just normal stuff, in my bedroom. Today, some random guy messaged me on Insta with screenshots from our video call!  Like, really private moments.  I never gave anyone permission to record that.  I'm so scared and disgusted, how is this even possible?  I think he hacked into my phone or something.  This is a huge invasion of my privacy.",cyber_voyeurism,Crime Against Women & Children
I think someone is watching me through my smart TV. The camera thing on top turned on by itself when I was changing clothes in my living room.  I saw the light and it moved.  I'm so embarrassed and violated. This is a huge invasion of privacy. Is this even legal?,cyber_voyeurism,Crime Against Women & Children
"OMG you guys won't believe this. I was just scrolling through some random website and BAM there it is. A video of ME.  In my bedroom. Like, getting changed. I am freaking out. I never gave anyone permission to film me like that.  I think someone hacked my laptop or something?  This is seriously messed up. I feel so exposed and violated.  I need to report this like NOW.",cyber_voyeurism,Crime Against Women & Children
"Help! I think someone is watching me through my smart TV. The little camera light came on when the TV was off, and I swear I didn't turn it on.  I was just relaxing at home, and now I'm freaking out that someone could be seeing me in my own house.  This is a huge privacy violation and I feel totally unsafe now.",cyber_voyeurism,Crime Against Women & Children
I was video calling my boyfriend yesterday and suddenly the call got disconnected. Then he called me back saying he saw my webcam light blink for a second even when we were not on video call. I checked and it's happening again and again. I am worried someone is watching me through my laptop camera without me knowing. This is creepy and I feel so unsafe in my own room now.,cyber_voyeurism,Crime Against Women & Children
